ID,Answer
2202537,1
2212537,1
2222537,1
2232537,1
2242537,1
2252537,1
2262537,1
2272537,1
2282537,1
2292537,1
2302537,1
2312537,1
2322537,1
2332537,1
2342537,1
2352537,1
2362537,1
2372537,1
2382537,1
2392537,1
2402537,1
2412537,1
2422537,1
2432537,1
2442537,1
2452537,1
2462537,1
2472537,1
2482537,1
2492537,1
2502537,1
2512537,1
2522537,1
2532537,1
2542537,1
2552537,1
2562537,1
2572537,1
2582537,1
2592537,1
2602537,1
2612537,1
2622537,1
2632537,1
2642537,1
2652537,1
2662537,1
2672537,1
2682537,1
2692537,1
2702537,1
2712537,1
2722537,1
2732537,1
2742537,1
2752537,1
2762537,1
2772537,1
2782537,1
2792537,1
2802537,1
2812537,1
2822537,1
2832537,1
2842537,1
2852537,1
2862537,1
2872537,1
2882537,1
2892537,1
2902537,1
2912537,1
2922537,1
2932537,1
2942537,1
2952537,1
2962537,1
2972537,1
2982537,1
2992537,1
3002537,1
3012537,1
3022537,1
3032537,1
3042537,1
3052537,1
3062537,1
3072537,1
3082537,1
3092537,1
3102537,1
3112537,1
3122537,1
3132537,1
3142537,1
3152537,1
3162537,1
3172537,1
3182537,1
3192537,1
3202537,1
3212537,1
3222537,1
3232537,1
3242537,1
3252537,1
3262537,1
3272537,1
3282537,1
3292537,1
3302537,1
3312537,1
3322537,1
3332537,1
3342537,1
3352537,1
3362537,1
3372537,1
3382537,1
3392537,1
3402537,1
3412537,1
3422537,1
3432537,1
3442537,1
3452537,1
3462537,1
3472537,1
3482537,1
3492537,1
3502537,1
3512537,1
3522537,1
3532537,1
3542537,1
3552537,1
3562537,1
3572537,1
3582537,1
3592537,1
3602537,1
3612537,1
3622537,1
3632537,1
3642537,1
3652537,1
3662537,1
3672537,1
3682537,1
3692537,1
3702537,1
3712537,1
3722537,1
3732537,1
3742537,1
3752537,1
3762537,1
3772537,1
3782537,1
3792537,1
3802537,1
3812537,1
3822537,1
3832537,1
3842537,1
3852537,1
3862537,1
3872537,1
3882537,1
3892537,1
3902537,1
3912537,1
3922537,1
3932537,1
3942537,1
3952537,1
3962537,1
3972537,1
3982537,1
3992537,1
4002537,1
4012537,1
4022537,1
4032537,1
4042537,1
4052537,1
4062537,1
4072537,1
4082537,1
4092537,1
4102537,1
4112537,1
4122537,1
4132537,1
4142537,1
4152537,1
4162537,1
4172537,1
4182537,1
4192537,1
4202537,1
4212537,1
4222537,1
4232537,1
4242537,1
4252537,1
4262537,1
4272537,1
4282537,1
4292537,1
4302537,1
4312537,1
4322537,1
4332537,1
4342537,1
4352537,1
4362537,1
4372537,1
4382537,1
4392537,1
4402537,1
4412537,1
4422537,1
4432537,1
4442537,1
4452537,1
4462537,1
4472537,1
4482537,1
4492537,1
4502537,1
4512537,1
4522537,1
4532537,1
4542537,1
4552537,1
4562537,1
4572537,1
4582537,1
4592537,1
4602537,1
4612537,1
4622537,1
4632537,1
4642537,1
4652537,1
4662537,1
4672537,1
4682537,1
4692537,1
4702537,1
4712537,1
4722537,1
4732537,1
4742537,1
4752537,1
4762537,1
4772537,1
4782537,1
4792537,1
4802537,1
4812537,1
4822537,1
4832537,1
4842537,1
4852537,1
4862537,1
4872537,1
4882537,1
4892537,1
4902537,1
4912537,1
4922537,1
4932537,1
4942537,1
4952537,1
4962537,1
4972537,1
4982537,1
4992537,1
5002537,1
5012537,1
5022537,1
5032537,1
5042537,1
5052537,1
5062537,1
5072537,1
5082537,1
5092537,1
5102537,1
5112537,1
5122537,1
5132537,1
5142537,1
5152537,1
5162537,1
5172537,1
5182537,1
5192537,1
5202537,1
5212537,1
5222537,1
5232537,1
5242537,1
5252537,1
5262537,1
5272537,1
5282537,1
5292537,1
5302537,1
5312537,1
5322537,1
5332537,1
5342537,1
5352537,1
5362537,1
5372537,1
5382537,1
5392537,1
5402537,1
5412537,1
5422537,1
5432537,1
5442537,1
5452537,1
5462537,1
5472537,1
5482537,1
5492537,1
5502537,1
5512537,1
5522537,1
5532537,1
5542537,1
5552537,1
5562537,1
5572537,1
5582537,1
5592537,1
5602537,1
5612537,1
5622537,1
5632537,1
5642537,1
5652537,1
5662537,1
5672537,1
5682537,1
5692537,1
5702537,1
5712537,1
5722537,1
5732537,1
5742537,1
5752537,1
5762537,1
5772537,1
5782537,1
5792537,1
5802537,1
5812537,1
5822537,1
5832537,1
5842537,1
5852537,1
5862537,1
5872537,1
5882537,1
5892537,1
5902537,1
5912537,1
5922537,1
5932537,1
5942537,1
5952537,1
5962537,1
5972537,1
5982537,1
5992537,1
6002537,1
6012537,1
6022537,1
6032537,1
6042537,1
6052537,1
6062537,1
6072537,1
6082537,1
6092537,1
6102537,1
6112537,1
6122537,1
6132537,1
6142537,1
6152537,1
6162537,1
6172537,1
6182537,1
6192537,1
6202537,1
6212537,1
6222537,1
6232537,1
6242537,1
6252537,1
6262537,1
6272537,1
6282537,1
6292537,1
6302537,1
6312537,1
6322537,1
6332537,1
6342537,1
6352537,1
6362537,1
6372537,1
6382537,1
6392537,1
6402537,1
6412537,1
6422537,1
6432537,1
6442537,1
6452537,1
6462537,1
6472537,1
6482537,1
6492537,1
6502537,1
6512537,1
6522537,1
6532537,1
6542537,1
6552537,1
6562537,1
6572537,1
6582537,1
6592537,1
6602537,1
6612537,1
6622537,1
6632537,1
6642537,1
6652537,1
6662537,1
6672537,1
6682537,1
6692537,1
6702537,1
6712537,1
6722537,1
6732537,1
6742537,1
6752537,1
6762537,1
6772537,1
6782537,1
6792537,1
6802537,1
6812537,1
6822537,1
6832537,1
6842537,1
6852537,1
6862537,1
6872537,1
6882537,1
6892537,1
6902537,1
6912537,1
6922537,1
6932537,1
6942537,1
6952537,1
6962537,1
6972537,1
6982537,1
6992537,1
7002537,1
7012537,1
7022537,1
7032537,1
7042537,1
7052537,1
7062537,1
7072537,1
7082537,1
7092537,1
7102537,1
7112537,1
7122537,1
7132537,1
7142537,1
7152537,1
7162537,1
7172537,1
7182537,1
7192537,1
7202537,1
7212537,1
7222537,1
7232537,1
7242537,1
7252537,1
7262537,1
7272537,1
7282537,1
7292537,1
7302537,1
7312537,1
7322537,1
7332537,1
7342537,1
7352537,1
7362537,1
7372537,1
7382537,1
7392537,1
7402537,1
7412537,1
7422537,1
7432537,1
7442537,1
7452537,1
7462537,1
7472537,1
7482537,1
7492537,1
7502537,1
7512537,1
7522537,1
7532537,1
7542537,1
7552537,1
7562537,1
7572537,1
7582537,1
7592537,1
7602537,1
7612537,1
7622537,1
7632537,1
7642537,1
7652537,1
7662537,1
7672537,1
7682537,1
7692537,1
7702537,1
7712537,1
7722537,1
7732537,1
7742537,1
7752537,1
7762537,1
7772537,1
7782537,1
7792537,1
7802537,1
7812537,1
7822537,1
7832537,1
7842537,1
7852537,1
7862537,1
7872537,1
7882537,1
7892537,1
7902537,1
7912537,1
7922537,1
7932537,1
7942537,1
7952537,1
7962537,1
7972537,1
7982537,1
7992537,1
8002537,1
8012537,1
8022537,1
8032537,1
8042537,1
8052537,1
8062537,1
8072537,1
8082537,1
8092537,1
8102537,1
8112537,1
8122537,1
8132537,1
8142537,1
8152537,1
8162537,1
8172537,1
8182537,1
8192537,1
8202537,1
8212537,1
8222537,1
8232537,1
8242537,1
8252537,1
8262537,1
8272537,1
8282537,1
8292537,1
8302537,1
8312537,1
8322537,1
8332537,1
8342537,1
8352537,1
8362537,1
8372537,1
8382537,1
8392537,1
8402537,1
8412537,1
8422537,1
8432537,1
8442537,1
8452537,1
8462537,1
8472537,1
8482537,1
8492537,1
8502537,1
8512537,1
8522537,1
8532537,1
8542537,1
8552537,1
8562537,1
8572537,1
8582537,1
8592537,1
8602537,1
8612537,1
8622537,1
8632537,1
8642537,1
8652537,1
8662537,1
8672537,1
8682537,1
8692537,1
8702537,1
8712537,1
8722537,1
8732537,1
8742537,1
8752537,1
8762537,1
8772537,1
8782537,1
8792537,1
8802537,1
8812537,1
8822537,1
8832537,1
8842537,1
8852537,1
8862537,1
8872537,1
8882537,1
8892537,1
8902537,1
8912537,1
8922537,1
8932537,1
8942537,1
8952537,1
8962537,1
8972537,1
8982537,1
8992537,1
9002537,1
9012537,1
9022537,1
9032537,1
9042537,1
9052537,1
9062537,1
9072537,1
9082537,1
9092537,1
9102537,1
9112537,1
9122537,1
9132537,1
9142537,1
9152537,1
9162537,1
9172537,1
9182537,1
9192537,1
9202537,1
9212537,1
9222537,1
9232537,1
9242537,1
9252537,1
9262537,1
9272537,1
9282537,1
9292537,1
9302537,1
9312537,1
9322537,1
9332537,1
9342537,1
9352537,1
9362537,1
9372537,1
9382537,1
9392537,1
9402537,1
9412537,1
9422537,1
9432537,1
9442537,1
9452537,1
9462537,1
9472537,1
9482537,1
9492537,1
9502537,1
9512537,1
9522537,1
9532537,1
9542537,1
9552537,1
9562537,1
9572537,1
9582537,1
9592537,1
9602537,1
9612537,1
9622537,1
9632537,1
9642537,1
9652537,1
9662537,1
9672537,1
9682537,1
9692537,1
9702537,1
9712537,1
9722537,1
9732537,1
9742537,1
9752537,1
9762537,1
9772537,1
9782537,1
9792537,1
9802537,1
9812537,1
9822537,1
9832537,1
9842537,1
9852537,1
9862537,1
9872537,1
9882537,1
9892537,1
9902537,1
9912537,1
9922537,1
9932537,1
9942537,1
9952537,1
9962537,1
9972537,1
9982537,1
9992537,1
10002537,1
10012537,1
